id,category,species_id,pokemon_id,form_id,variant,orientation,shiny,animated,format,width,height,frame_count,size_bytes,sha256,source_id,source_revision,source_path,local_path,license_status,compatibility_score,compatibility_class,runtime_enabled,replacement_required
pokemon:0096-drowzee:battle-sprite:front-shiny,battle-sprite,96,96,,front-shiny,front,true,false,png,96,96,1,747,05b4b241119b19aee96f9bf8b175a5622e74ee67f489957ffe63c6b803b915de,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/96.png,content/packs/pokemon-canonical/creatures/0096-drowzee/sprites/0096-drowzee--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0097-hypno:battle-sprite:front-normal,battle-sprite,97,97,,front-normal,front,false,false,png,96,96,1,986,d7f4142e03fcd8bbfb80859e404996f8247e91a962afcf7c6b3ce4b3a489375f,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/97.png,content/packs/pokemon-canonical/creatures/0097-hypno/sprites/0097-hypno--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0097-hypno:battle-sprite:back-normal,battle-sprite,97,97,,back-normal,back,false,false,png,96,96,1,837,5c1b3a943111260800c2d044989e523b29c1b5ac122bad930e2c7186f62e516c,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/97.png,content/packs/pokemon-canonical/creatures/0097-hypno/sprites/0097-hypno--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0097-hypno:battle-sprite:back-shiny,battle-sprite,97,97,,back-shiny,back,true,false,png,96,96,1,836,1279e069f566d335cdbea87b1b0466a7679de334828c3bee8fc64931a161dd92,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/97.png,content/packs/pokemon-canonical/creatures/0097-hypno/sprites/0097-hypno--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0097-hypno:battle-sprite:front-shiny,battle-sprite,97,97,,front-shiny,front,true,false,png,96,96,1,987,4a25fc0cfb09caafbc423abac318d1174ed80e9ecd72ecc70569c54bef34e7ce,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/97.png,content/packs/pokemon-canonical/creatures/0097-hypno/sprites/0097-hypno--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0098-krabby:battle-sprite:front-normal,battle-sprite,98,98,,front-normal,front,false,false,png,96,96,1,686,762668719496421194a8d76c3964984d63e42d4ff061fe85894922a15e8bca5b,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/98.png,content/packs/pokemon-canonical/creatures/0098-krabby/sprites/0098-krabby--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0098-krabby:battle-sprite:back-normal,battle-sprite,98,98,,back-normal,back,false,false,png,96,96,1,684,42572d4a48ec6f83247704646ae81911e13ebdfd005deb4d1385316eb247bda0,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/98.png,content/packs/pokemon-canonical/creatures/0098-krabby/sprites/0098-krabby--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0098-krabby:battle-sprite:back-shiny,battle-sprite,98,98,,back-shiny,back,true,false,png,96,96,1,683,5182cd240f1df9dd67c00cdefb5eab751c7a3a509023feac180f42a0c4b5a628,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/98.png,content/packs/pokemon-canonical/creatures/0098-krabby/sprites/0098-krabby--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0098-krabby:battle-sprite:front-shiny,battle-sprite,98,98,,front-shiny,front,true,false,png,96,96,1,686,ebb0fefe84e3759134e8e34fbd3a72a1568214a7ea2acfd7588e2ed68dbb5415,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/98.png,content/packs/pokemon-canonical/creatures/0098-krabby/sprites/0098-krabby--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0099-kingler:battle-sprite:front-normal,battle-sprite,99,99,,front-normal,front,false,false,png,96,96,1,1099,4a85b15721776767b4fea5b495d9bb74214cb8589615b9bc4cb866812f0b1107,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/99.png,content/packs/pokemon-canonical/creatures/0099-kingler/sprites/0099-kingler--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0099-kingler:battle-sprite:back-normal,battle-sprite,99,99,,back-normal,back,false,false,png,96,96,1,948,1f2c3339367b13afa0d9c51a7e7d818752ba98d718590ee219c2904b121cec7a,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/99.png,content/packs/pokemon-canonical/creatures/0099-kingler/sprites/0099-kingler--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0099-kingler:battle-sprite:back-shiny,battle-sprite,99,99,,back-shiny,back,true,false,png,96,96,1,948,19b26beef92e74b88ea802130579755d4108588df07ba96707cc5a75cd13d5ac,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/99.png,content/packs/pokemon-canonical/creatures/0099-kingler/sprites/0099-kingler--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0099-kingler:battle-sprite:front-shiny,battle-sprite,99,99,,front-shiny,front,true,false,png,96,96,1,1097,d0fd2bc457f83a28dcbfc7d063b44028b918dcf2ed96e7f15830ca4be245903c,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/99.png,content/packs/pokemon-canonical/creatures/0099-kingler/sprites/0099-kingler--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0100-voltorb:battle-sprite:front-normal,battle-sprite,100,100,,front-normal,front,false,false,png,96,96,1,382,e925e538b787b20b1f4eccc9281085d1ecfe4cbd463e3d6a941b0c5b6774844c,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/100.png,content/packs/pokemon-canonical/creatures/0100-voltorb/sprites/0100-voltorb--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0100-voltorb:battle-sprite:back-normal,battle-sprite,100,100,,back-normal,back,false,false,png,96,96,1,351,89f3f02ab888304488f8a7033bec0afea0badf48648f494c63e0dac9c74a98ec,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/100.png,content/packs/pokemon-canonical/creatures/0100-voltorb/sprites/0100-voltorb--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0100-voltorb:battle-sprite:back-shiny,battle-sprite,100,100,,back-shiny,back,true,false,png,96,96,1,352,16f7f9d7ba401761cc5478723fcc9a193c726ce3ab60cd6698373df0db39e83e,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/100.png,content/packs/pokemon-canonical/creatures/0100-voltorb/sprites/0100-voltorb--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0100-voltorb:battle-sprite:front-shiny,battle-sprite,100,100,,front-shiny,front,true,false,png,96,96,1,382,b7dbe88b7f62103dba42da6d7f9f7035798069bcb6d5a772bc6ffdbde0b052de,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/100.png,content/packs/pokemon-canonical/creatures/0100-voltorb/sprites/0100-voltorb--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0101-electrode:battle-sprite:front-normal,battle-sprite,101,101,,front-normal,front,false,false,png,96,96,1,567,7c4cd3e1fe1ab7170069c3302ffe9680f5c4433ff7fb9093cbb4dff7e5bc8d5a,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/101.png,content/packs/pokemon-canonical/creatures/0101-electrode/sprites/0101-electrode--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0101-electrode:battle-sprite:back-normal,battle-sprite,101,101,,back-normal,back,false,false,png,96,96,1,457,b7898cb9bfa674d3af155ab0d1f84ef487e3fe78d07bebaf5ab7e8d6b64e05a3,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/101.png,content/packs/pokemon-canonical/creatures/0101-electrode/sprites/0101-electrode--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0101-electrode:battle-sprite:back-shiny,battle-sprite,101,101,,back-shiny,back,true,false,png,96,96,1,457,3a25ee6a2d9c22b7ca755f61ef12c5f08b2376faea4c78fa749ae9dd6375ab34,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/101.png,content/packs/pokemon-canonical/creatures/0101-electrode/sprites/0101-electrode--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0101-electrode:battle-sprite:front-shiny,battle-sprite,101,101,,front-shiny,front,true,false,png,96,96,1,564,c558ffce31326cc12811100954d21ed299660cc0a984331ec0e21c955cce573c,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/101.png,content/packs/pokemon-canonical/creatures/0101-electrode/sprites/0101-electrode--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0102-exeggcute:battle-sprite:front-normal,battle-sprite,102,102,,front-normal,front,false,false,png,96,96,1,675,06e195017035254815c7ef2dbf9795b03baab0a07ffc1ad048cbc28c18ab7c35,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/102.png,content/packs/pokemon-canonical/creatures/0102-exeggcute/sprites/0102-exeggcute--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0102-exeggcute:battle-sprite:back-normal,battle-sprite,102,102,,back-normal,back,false,false,png,96,96,1,531,e05787a14d1f414cc0d4c7ab2ec036dfdb5778a4a265d8d959bd785a8087314a,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/102.png,content/packs/pokemon-canonical/creatures/0102-exeggcute/sprites/0102-exeggcute--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0102-exeggcute:battle-sprite:back-shiny,battle-sprite,102,102,,back-shiny,back,true,false,png,96,96,1,531,f2c9452b06ddd546630a2e1702eaaa7098890894c81bb79438ab806a11b862db,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/102.png,content/packs/pokemon-canonical/creatures/0102-exeggcute/sprites/0102-exeggcute--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0102-exeggcute:battle-sprite:front-shiny,battle-sprite,102,102,,front-shiny,front,true,false,png,96,96,1,675,483c833f5be0cc94f5c8c9d65cab6bfe99006d47ae08e3579bddfd7eb3414a4e,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/102.png,content/packs/pokemon-canonical/creatures/0102-exeggcute/sprites/0102-exeggcute--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0103-exeggutor:battle-sprite:front-normal,battle-sprite,103,103,,front-normal,front,false,false,png,96,96,1,973,eb44243b21b2b787ea5c13ddb31ada3997d173a8b3da381d71f9cc3e2d6f8647,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/103.png,content/packs/pokemon-canonical/creatures/0103-exeggutor/sprites/0103-exeggutor--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0103-exeggutor:battle-sprite:back-normal,battle-sprite,103,103,,back-normal,back,false,false,png,96,96,1,942,8f3b99f70557db19f2093ce81910788867861db8cbf155384423c98a39365989,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/103.png,content/packs/pokemon-canonical/creatures/0103-exeggutor/sprites/0103-exeggutor--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0103-exeggutor:battle-sprite:back-shiny,battle-sprite,103,103,,back-shiny,back,true,false,png,96,96,1,943,b6c02e523e07a3fb7c3d29b90f16dc883163cf0e58c6769da597535b53d6e624,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/103.png,content/packs/pokemon-canonical/creatures/0103-exeggutor/sprites/0103-exeggutor--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0103-exeggutor:battle-sprite:front-shiny,battle-sprite,103,103,,front-shiny,front,true,false,png,96,96,1,976,2e9faf12cc1c79c18be2754d0e8849a5b56c5639ad4b4e0595695b6af85e6847,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/103.png,content/packs/pokemon-canonical/creatures/0103-exeggutor/sprites/0103-exeggutor--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0104-cubone:battle-sprite:front-normal,battle-sprite,104,104,,front-normal,front,false,false,png,96,96,1,588,f46526010db2711ac9263145a192e13c305cecc45cf1d302f2b1231c070fa323,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/104.png,content/packs/pokemon-canonical/creatures/0104-cubone/sprites/0104-cubone--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0104-cubone:battle-sprite:back-normal,battle-sprite,104,104,,back-normal,back,false,false,png,96,96,1,513,556a29b335cc1c2c33beaea7627e757cc38e0c3889bd7cac136a916e4be44459,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/104.png,content/packs/pokemon-canonical/creatures/0104-cubone/sprites/0104-cubone--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0104-cubone:battle-sprite:back-shiny,battle-sprite,104,104,,back-shiny,back,true,false,png,96,96,1,512,73175e0563450f8b175547834340cfb379d2cc400e83878ca507d6684390ef08,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/104.png,content/packs/pokemon-canonical/creatures/0104-cubone/sprites/0104-cubone--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0104-cubone:battle-sprite:front-shiny,battle-sprite,104,104,,front-shiny,front,true,false,png,96,96,1,586,5593b42a9cb9ed4b3dd82c7f6edf13bf24fb908c5bfb2b8bcad9c93645da5c10,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/104.png,content/packs/pokemon-canonical/creatures/0104-cubone/sprites/0104-cubone--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0105-marowak:battle-sprite:front-normal,battle-sprite,105,105,,front-normal,front,false,false,png,96,96,1,722,0a1e6c0a65bba22cae277732710aad45a1a99492cb6ce4ca035d9668addf42e2,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/105.png,content/packs/pokemon-canonical/creatures/0105-marowak/sprites/0105-marowak--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0105-marowak:battle-sprite:back-normal,battle-sprite,105,105,,back-normal,back,false,false,png,96,96,1,658,244778d2466a7d5f169688b3da393a24eac53fddd88980091a0ea24e27f7e6c3,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/105.png,content/packs/pokemon-canonical/creatures/0105-marowak/sprites/0105-marowak--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0105-marowak:battle-sprite:back-shiny,battle-sprite,105,105,,back-shiny,back,true,false,png,96,96,1,658,389aa61139a054de6c9203ee2c42fb696346baca5b0afd982ec6be2fccc82985,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/105.png,content/packs/pokemon-canonical/creatures/0105-marowak/sprites/0105-marowak--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0105-marowak:battle-sprite:front-shiny,battle-sprite,105,105,,front-shiny,front,true,false,png,96,96,1,724,15b9f059ea21cddf150ed9702d7ad2870dfb76865b86f7fff32e3e4bc7e1f15c,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/105.png,content/packs/pokemon-canonical/creatures/0105-marowak/sprites/0105-marowak--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0106-hitmonlee:battle-sprite:front-normal,battle-sprite,106,106,,front-normal,front,false,false,png,96,96,1,841,9d9a23f757f8623f88bac6d29d32b07693daef6474d8902488b3541e2aa4ad16,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/106.png,content/packs/pokemon-canonical/creatures/0106-hitmonlee/sprites/0106-hitmonlee--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0106-hitmonlee:battle-sprite:back-normal,battle-sprite,106,106,,back-normal,back,false,false,png,96,96,1,680,e453a645e1f03ccda64669533623caf6812b6cd31730651fd7a8b643f27e5821,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/106.png,content/packs/pokemon-canonical/creatures/0106-hitmonlee/sprites/0106-hitmonlee--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0106-hitmonlee:battle-sprite:back-shiny,battle-sprite,106,106,,back-shiny,back,true,false,png,96,96,1,680,78b8082b6863b07335322024dd842357658bd4210406a25afdb629ac24ecd20b,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/106.png,content/packs/pokemon-canonical/creatures/0106-hitmonlee/sprites/0106-hitmonlee--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0106-hitmonlee:battle-sprite:front-shiny,battle-sprite,106,106,,front-shiny,front,true,false,png,96,96,1,839,1a005a4c38b74b91367adb6df4e702db776b9823331b6d320400bddf54368388,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/106.png,content/packs/pokemon-canonical/creatures/0106-hitmonlee/sprites/0106-hitmonlee--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0107-hitmonchan:battle-sprite:front-normal,battle-sprite,107,107,,front-normal,front,false,false,png,96,96,1,684,aa88d8d819e131fd1d62724596d981f6e255425a54a01c01adca245309c95b71,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/107.png,content/packs/pokemon-canonical/creatures/0107-hitmonchan/sprites/0107-hitmonchan--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0107-hitmonchan:battle-sprite:back-normal,battle-sprite,107,107,,back-normal,back,false,false,png,96,96,1,684,dc4e949bec6b674f630082fa730adcf4bbd05ff520cbbb917dba56e89c701790,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/107.png,content/packs/pokemon-canonical/creatures/0107-hitmonchan/sprites/0107-hitmonchan--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0107-hitmonchan:battle-sprite:back-shiny,battle-sprite,107,107,,back-shiny,back,true,false,png,96,96,1,682,d923556a4e638f33dbcc9fe79542b49b993861ba6423715a3901597ddc20ee5d,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/107.png,content/packs/pokemon-canonical/creatures/0107-hitmonchan/sprites/0107-hitmonchan--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0107-hitmonchan:battle-sprite:front-shiny,battle-sprite,107,107,,front-shiny,front,true,false,png,96,96,1,684,c835ca820c8a54bfcbdc4b7e28241bd2ae8bfef955fedb8448cdcc9499012d22,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/107.png,content/packs/pokemon-canonical/creatures/0107-hitmonchan/sprites/0107-hitmonchan--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0108-lickitung:battle-sprite:front-normal,battle-sprite,108,108,,front-normal,front,false,false,png,96,96,1,900,690e15b2d872aac73f5efcecb44e3d5ba6e83ff4bb0c7e48a72e724bed5ce8b7,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/108.png,content/packs/pokemon-canonical/creatures/0108-lickitung/sprites/0108-lickitung--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0108-lickitung:battle-sprite:back-normal,battle-sprite,108,108,,back-normal,back,false,false,png,96,96,1,725,4dcac8b41ac9ca6e4c99ca9a4752a97ae49397efce1d25eca3a80c26ba6ac801,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/108.png,content/packs/pokemon-canonical/creatures/0108-lickitung/sprites/0108-lickitung--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0108-lickitung:battle-sprite:back-shiny,battle-sprite,108,108,,back-shiny,back,true,false,png,96,96,1,726,99db7c9d225ea5f2e9e5dd361f7512d6e1c750d9b5b4abb14f7b2287de87e3a9,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/108.png,content/packs/pokemon-canonical/creatures/0108-lickitung/sprites/0108-lickitung--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0108-lickitung:battle-sprite:front-shiny,battle-sprite,108,108,,front-shiny,front,true,false,png,96,96,1,902,81dad651924192f162718c0eae38414ec3aa7ea1be86ed8c533ba8f3e790e38a,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/108.png,content/packs/pokemon-canonical/creatures/0108-lickitung/sprites/0108-lickitung--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0109-koffing:battle-sprite:front-normal,battle-sprite,109,109,,front-normal,front,false,false,png,96,96,1,825,c5cfba7b89b1c9bd722aa5d83d2c6cb243855f6cb6eea0857881642ad415cf54,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/109.png,content/packs/pokemon-canonical/creatures/0109-koffing/sprites/0109-koffing--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0109-koffing:battle-sprite:back-normal,battle-sprite,109,109,,back-normal,back,false,false,png,96,96,1,714,d0448f191fae9b30c208540e9476a8fba2b472a8ce57daae17def5df1ff3f7d0,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/109.png,content/packs/pokemon-canonical/creatures/0109-koffing/sprites/0109-koffing--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0109-koffing:battle-sprite:back-shiny,battle-sprite,109,109,,back-shiny,back,true,false,png,96,96,1,714,a05dc35042970d8aea5150c475dfe67a9fc82995fbf1d3e0ca00d5afd8dc4e68,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/109.png,content/packs/pokemon-canonical/creatures/0109-koffing/sprites/0109-koffing--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0109-koffing:battle-sprite:front-shiny,battle-sprite,109,109,,front-shiny,front,true,false,png,96,96,1,833,8e676be0cf628caf88ced644aa896e51e3f623354bf72747af713b75a61911f1,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/109.png,content/packs/pokemon-canonical/creatures/0109-koffing/sprites/0109-koffing--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0110-weezing:battle-sprite:front-normal,battle-sprite,110,110,,front-normal,front,false,false,png,96,96,1,1246,6bcb8ef2e774c4bb9a46435d387bc21328129925113fa8304389cce2fed4377c,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/110.png,content/packs/pokemon-canonical/creatures/0110-weezing/sprites/0110-weezing--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0110-weezing:battle-sprite:back-normal,battle-sprite,110,110,,back-normal,back,false,false,png,96,96,1,1033,23696fb460bf06333579951de46c6cb5356791ec2712f995ae6121d8695e72fd,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/110.png,content/packs/pokemon-canonical/creatures/0110-weezing/sprites/0110-weezing--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0110-weezing:battle-sprite:back-shiny,battle-sprite,110,110,,back-shiny,back,true,false,png,96,96,1,1033,34e89145c5756c6bcd24ab98c3bcfe0248999ddd4832aaa708da261259d6f59d,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/shiny/110.png,content/packs/pokemon-canonical/creatures/0110-weezing/sprites/0110-weezing--pokeapi-default--back--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0110-weezing:battle-sprite:front-shiny,battle-sprite,110,110,,front-shiny,front,true,false,png,96,96,1,1245,83cd679a4ac344529b3709aa38ce972b93dd6f6e472b4355f0dacff5f1cc4e3f,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/shiny/110.png,content/packs/pokemon-canonical/creatures/0110-weezing/sprites/0110-weezing--pokeapi-default--front--shiny.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0111-rhyhorn:battle-sprite:front-normal,battle-sprite,111,111,,front-normal,front,false,false,png,96,96,1,851,991f0edd76cb1c4eae2b0be83851078a0c3f60799f6db56a5f168f564decd857,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/111.png,content/packs/pokemon-canonical/creatures/0111-rhyhorn/sprites/0111-rhyhorn--pokeapi-default--front--normal.png,doubtful,100,temporary-baseline-only,false,true
pokemon:0111-rhyhorn:battle-sprite:back-normal,battle-sprite,111,111,,back-normal,back,false,false,png,96,96,1,817,4aef966b6b45967c04bb1b8c5b040a15767b1a91be31b7641fbe5bfdf6b829ff,pokeapi-sprites,bf4c47ac82c33b330e33d98b8882d1cedb2f53e7,sprites/pokemon/back/111.png,content/packs/pokemon-canonical/creatures/0111-rhyhorn/sprites/0111-rhyhorn--pokeapi-default--back--normal.png,doubtful,100,temporary-baseline-only,false,true
